,label,message,clean_message
1918,spam,Income tax refund Rs 10000 approved. Claim now.,income tax refund rs 10000 approved claim
1919,spam,RBI alert: Suspicious activity detected. Verify immediately.,rbi alert suspicious activity detected verify immediately
1920,spam,Your ATM card blocked. Share OTP now.,atm card blocked share otp
1921,spam,Congratulations! You won Rs 2500000. Claim now.,congratulations rs 2500000 claim
1922,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
1923,spam,KYC incomplete for Axis Bank. Submit documents today.,kyc incomplete axis bank submit documents today
1924,spam,Electricity bill pending of Rs 2500000. Pay urgent at http://upi-check.in,electricity bill pending rs 2500000 pay urgent httpupicheckin
1925,spam,Pre-approved loan of Rs 25000. Apply today.,preapproved loan rs 25000 apply today
1926,spam,PAN not linked with Aadhaar. Update today.,pan linked aadhaar update today
1927,spam,"Dear customer, your Bank of Baroda account will be blocked now. Update KYC at http://reward-claim.in",dear customer bank baroda account blocked update kyc httprewardclaimin
1928,spam,Parcel on hold. Update address today at http://secure-update.in,parcel hold update address today httpsecureupdatein
1929,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
1930,ham,Please send the notes.,please send notes
1931,ham,Electricity bill payment of Rs 10000 received.,electricity bill payment rs 10000 received
1932,spam,Pre-approved loan of Rs 1000. Apply now.,preapproved loan rs 1000 apply
1933,ham,Please send the notes.,please send notes
1934,spam,Electricity bill pending of Rs 500000. Pay within 10 minutes at http://bank-alert.in,electricity bill pending rs 500000 pay within 10 minutes httpbankalertin
1935,spam,Your ATM card blocked. Share OTP immediately.,atm card blocked share otp immediately
1936,spam,Congratulations! You won Rs 2500000. Claim immediately.,congratulations rs 2500000 claim immediately
1937,ham,I will reach home in 20 minutes.,reach home 20 minutes
1938,ham,Train arriving at 7 pm.,train arriving 7 pm
1939,spam,SIM card will be blocked now. Update details at http://upi-check.in,sim card blocked update details httpupicheckin
1940,ham,Movie plan at 6 pm?,movie plan 6 pm
1941,ham,Electricity bill payment of Rs 5000 received.,electricity bill payment rs 5000 received
1942,ham,Your bank transaction of Rs 5000 is successful.,bank transaction rs 5000 successful
1943,spam,Income tax refund Rs 500000 approved. Claim today.,income tax refund rs 500000 approved claim today
1944,spam,Pre-approved loan of Rs 500. Apply immediately.,preapproved loan rs 500 apply immediately
1945,spam,Your UPI ID rahul@ybl is suspended. Verify today.,upi id rahulybl suspended verify today
1946,spam,PAN not linked with Aadhaar. Update today.,pan linked aadhaar update today
1947,spam,"Your account credited with Rs 25000. If not you, report immediately.",account credited rs 25000 report immediately
1948,ham,Please send the notes.,please send notes
1949,spam,Parcel on hold. Update address immediately at http://secure-update.in,parcel hold update address immediately httpsecureupdatein
1950,spam,Electricity bill pending of Rs 1000. Pay within 10 minutes at http://bank-alert.in,electricity bill pending rs 1000 pay within 10 minutes httpbankalertin
1951,ham,Happy Birthday!,happy birthday
1952,spam,KYC incomplete for PNB. Submit documents within 10 minutes.,kyc incomplete pnb submit documents within 10 minutes
1953,spam,Your ATM card blocked. Share OTP immediately.,atm card blocked share otp immediately
1954,spam,Income tax refund Rs 25000 approved. Claim now.,income tax refund rs 25000 approved claim
1955,ham,Movie plan at 6 pm?,movie plan 6 pm
1956,spam,Your UPI ID rahul@ybl is suspended. Verify urgent.,upi id rahulybl suspended verify urgent
1957,ham,I will reach home in 20 minutes.,reach home 20 minutes
1958,spam,Congratulations! You won Rs 500000. Claim within 10 minutes.,congratulations rs 500000 claim within 10 minutes
1959,spam,KYC incomplete for ICICI. Submit documents within 10 minutes.,kyc incomplete icici submit documents within 10 minutes
1960,spam,Electricity bill pending of Rs 25000. Pay within 10 minutes at http://secure-update.in,electricity bill pending rs 25000 pay within 10 minutes httpsecureupdatein
1961,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
1962,ham,Your bank transaction of Rs 2500000 is successful.,bank transaction rs 2500000 successful
1963,spam,Parcel on hold. Update address within 10 minutes at http://upi-check.in,parcel hold update address within 10 minutes httpupicheckin
1964,spam,SIM card will be blocked urgent. Update details at http://reward-claim.in,sim card blocked urgent update details httprewardclaimin
1965,spam,RBI alert: Suspicious activity detected. Verify urgent.,rbi alert suspicious activity detected verify urgent
1966,spam,Job offer confirmed. Pay registration fee Rs 500000 today.,job offer confirmed pay registration fee rs 500000 today
1967,spam,Parcel on hold. Update address today at http://secure-update.in,parcel hold update address today httpsecureupdatein
1968,ham,See you in college tomorrow.,see college tomorrow
1969,ham,I will reach home in 20 minutes.,reach home 20 minutes
1970,spam,RBI alert: Suspicious activity detected. Verify now.,rbi alert suspicious activity detected verify
1971,spam,Job offer confirmed. Pay registration fee Rs 10000 within 10 minutes.,job offer confirmed pay registration fee rs 10000 within 10 minutes
1972,ham,Your bank transaction of Rs 500000 is successful.,bank transaction rs 500000 successful
1973,ham,Assignment deadline is Monday.,assignment deadline monday
1974,spam,Reward points worth Rs 25000 expiring urgent. Redeem at http://upi-check.in,reward points worth rs 25000 expiring urgent redeem httpupicheckin
1975,spam,KYC incomplete for ICICI. Submit documents immediately.,kyc incomplete icici submit documents immediately
1976,ham,Recharge successful for Rs 2500000.,recharge successful rs 2500000
1977,spam,Pre-approved loan of Rs 500. Apply now.,preapproved loan rs 500 apply
1978,spam,"Dear customer, your SBI account will be blocked immediately. Update KYC at http://bank-alert.in",dear customer sbi account blocked immediately update kyc httpbankalertin
1979,spam,Parcel on hold. Update address now at http://reward-claim.in,parcel hold update address httprewardclaimin
1980,spam,Pre-approved loan of Rs 2500000. Apply immediately.,preapproved loan rs 2500000 apply immediately
1981,spam,Electricity bill pending of Rs 2500000. Pay urgent at http://reward-claim.in,electricity bill pending rs 2500000 pay urgent httprewardclaimin
1982,spam,Electricity bill pending of Rs 500000. Pay today at http://secure-update.in,electricity bill pending rs 500000 pay today httpsecureupdatein
1983,spam,Your ATM card blocked. Share OTP immediately.,atm card blocked share otp immediately
1984,ham,Your bank transaction of Rs 10000 is successful.,bank transaction rs 10000 successful
1985,spam,Reward points worth Rs 5000 expiring immediately. Redeem at http://reward-claim.in,reward points worth rs 5000 expiring immediately redeem httprewardclaimin
1986,spam,Congratulations! You won Rs 2500000. Claim now.,congratulations rs 2500000 claim
1987,spam,Your UPI ID hitesh@upi is suspended. Verify today.,upi id hiteshupi suspended verify today
1988,spam,SIM card will be blocked now. Update details at http://reward-claim.in,sim card blocked update details httprewardclaimin
1989,ham,Electricity bill payment of Rs 5000 received.,electricity bill payment rs 5000 received
1990,spam,Electricity bill pending of Rs 1000. Pay urgent at http://bank-alert.in,electricity bill pending rs 1000 pay urgent httpbankalertin
1991,spam,Income tax refund Rs 500000 approved. Claim urgent.,income tax refund rs 500000 approved claim urgent
1992,spam,Electricity bill pending of Rs 2500000. Pay immediately at http://bank-alert.in,electricity bill pending rs 2500000 pay immediately httpbankalertin
1993,spam,Income tax refund Rs 500 approved. Claim within 10 minutes.,income tax refund rs 500 approved claim within 10 minutes
1994,ham,Happy Birthday!,happy birthday
1995,ham,Let's go for dinner tonight.,lets go dinner tonight
1996,spam,PAN not linked with Aadhaar. Update within 10 minutes.,pan linked aadhaar update within 10 minutes
1997,spam,Income tax refund Rs 500 approved. Claim now.,income tax refund rs 500 approved claim
1998,spam,Income tax refund Rs 1000 approved. Claim urgent.,income tax refund rs 1000 approved claim urgent
1999,spam,"Your account credited with Rs 10000. If not you, report today.",account credited rs 10000 report today
2000,spam,Job offer confirmed. Pay registration fee Rs 10000 today.,job offer confirmed pay registration fee rs 10000 today
2001,spam,"Dear customer, your Axis Bank account will be blocked today. Update KYC at http://upi-check.in",dear customer axis bank account blocked today update kyc httpupicheckin
2002,spam,"Dear customer, your SBI account will be blocked immediately. Update KYC at http://verify-kyc.in",dear customer sbi account blocked immediately update kyc httpverifykycin
2003,spam,Job offer confirmed. Pay registration fee Rs 500000 today.,job offer confirmed pay registration fee rs 500000 today
2004,spam,Parcel on hold. Update address immediately at http://bank-alert.in,parcel hold update address immediately httpbankalertin
2005,spam,Income tax refund Rs 10000 approved. Claim now.,income tax refund rs 10000 approved claim
2006,ham,"Reached safely, call you later.",reached safely call later
2007,spam,Your UPI ID user@okaxis is suspended. Verify now.,upi id userokaxis suspended verify
2008,spam,KYC incomplete for ICICI. Submit documents today.,kyc incomplete icici submit documents today
2009,spam,Pre-approved loan of Rs 500. Apply now.,preapproved loan rs 500 apply
2010,spam,Job offer confirmed. Pay registration fee Rs 500000 now.,job offer confirmed pay registration fee rs 500000
2011,ham,Movie plan at 6 pm?,movie plan 6 pm
2012,spam,Electricity bill pending of Rs 1000. Pay within 10 minutes at http://verify-kyc.in,electricity bill pending rs 1000 pay within 10 minutes httpverifykycin
2013,spam,SIM card will be blocked within 10 minutes. Update details at http://verify-kyc.in,sim card blocked within 10 minutes update details httpverifykycin
2014,spam,Job offer confirmed. Pay registration fee Rs 500 immediately.,job offer confirmed pay registration fee rs 500 immediately
2015,spam,Congratulations! You won Rs 10000. Claim within 10 minutes.,congratulations rs 10000 claim within 10 minutes
2016,spam,Reward points worth Rs 25000 expiring within 10 minutes. Redeem at http://upi-check.in,reward points worth rs 25000 expiring within 10 minutes redeem httpupicheckin
2017,spam,PAN not linked with Aadhaar. Update immediately.,pan linked aadhaar update immediately
2018,spam,"Your account credited with Rs 1000. If not you, report urgent.",account credited rs 1000 report urgent
2019,spam,Parcel on hold. Update address immediately at http://reward-claim.in,parcel hold update address immediately httprewardclaimin
2020,spam,Congratulations! You won Rs 500000. Claim immediately.,congratulations rs 500000 claim immediately
2021,spam,Income tax refund Rs 2500000 approved. Claim now.,income tax refund rs 2500000 approved claim
2022,spam,KYC incomplete for Bank of Baroda. Submit documents today.,kyc incomplete bank baroda submit documents today
2023,ham,"Reached safely, call you later.",reached safely call later
2024,spam,"Your account credited with Rs 1000. If not you, report today.",account credited rs 1000 report today
2025,ham,Your order from Amazon is delivered.,order amazon delivered
2026,spam,KYC incomplete for Bank of Baroda. Submit documents now.,kyc incomplete bank baroda submit documents
2027,spam,Reward points worth Rs 10000 expiring today. Redeem at http://secure-update.in,reward points worth rs 10000 expiring today redeem httpsecureupdatein
